ID,precipitacao,uso_solo,radiacao,temperatura,umidade_ar,vento,vazao_Q95,ano
3983,0.96561628,Floresta,1579.7573,25.740474,60.265813,2.3811942,16.277721,2013
3984,0.9443916,Floresta,1570.8789,25.582233,60.64096,2.412447,15.670775,2013
3985,0.83670194,Floresta,1563.2528,25.444539,60.957845,2.4400251,14.836393,2013
3986,0.59401852,Floresta,1556.2121,25.330434,61.235611,2.4608973,13.817366,2013
3987,0.92997173,Floresta,1548.7395,25.242844,61.499872,2.4712493,12.674807,2013
3988,1.1433962,Agropecuaria,1539.6825,25.182923,61.779221,2.4678116,11.481022,2013
3989,1.0989335,Agropecuaria,1528.212,25.148546,62.095298,2.4499712,10.312085,2013
3990,0.90783784,Agropecuaria,1514.221,25.134307,62.452604,2.4212276,9.2320495,2013
3991,0.86800443,Floresta,1498.2823,25.133328,62.837751,2.3885418,8.2786784,2013
3992,1.0760123,Agropecuaria,1481.1756,25.139492,63.230115,2.3598568,7.4665084,2013
3993,1.2781952,Floresta,1463.3898,25.148546,63.615647,2.3414523,6.8076568,2013
3994,1.4465279,Agropecuaria,1444.9333,25.15793,63.994741,2.3364772,6.3380442,2013
4045,1.2960121,Agropecuaria,1611.6147,25.951246,64.014202,1.8948721,72.064321,2013
4046,1.2703162,Floresta,1615.7145,25.957217,63.370642,1.9584546,60.396141,2013
4047,1.2614144,Agropecuaria,1619.3912,25.981753,62.78054,2.0087765,59.776302,2013
4048,1.2590522,Agropecuaria,1622.4606,26.020248,62.255168,2.0464005,61.362461,2013
4049,1.2532886,Agropecuaria,1625.0252,26.069137,61.775674,2.0745206,61.600698,2013
4050,1.2378536,Floresta,1627.3341,26.127101,61.316379,2.0960706,61.349548,2013
4051,1.2184247,Floresta,1629.7147,26.194763,60.852431,2.11303,61.199755,2013
4052,1.2020045,Agropecuaria,1632.5469,26.274276,60.36011,2.1265181,60.598813,2013
4053,1.1921314,Agropecuaria,1636.263,26.369187,59.814349,2.1370512,59.234856,2013
4054,1.1842637,Agropecuaria,1641.3657,26.484595,59.185489,2.1447555,57.257864,2013
4055,1.1655433,Floresta,1648.4498,26.627379,58.436753,2.149493,54.784438,2013
4056,1.1417418,Agropecuaria,1658.1852,26.805817,57.525674,2.1509316,51.786331,2013
4057,1.1215827,Floresta,1671.1344,27.026732,56.418219,2.148666,48.239543,2013
4058,1.1083959,Floresta,1687.1245,27.286142,55.134392,2.1426526,44.201176,2013
4059,1.104332,Floresta,1703.8851,27.54951,53.841749,2.1343501,39.782464,2013
4060,1.1051939,Agropecuaria,1715.7933,27.734458,52.930747,2.128245,35.097506,2013
4061,1.0943387,Floresta,1716.0685,27.744328,52.842386,2.1310094,30.236891,2013
4062,1.0676717,Floresta,1703.048,27.559002,53.638066,2.1463168,25.295467,2013
4063,1.0369756,Agropecuaria,1681.8768,27.256118,54.923915,2.1717075,20.504655,2013
4064,1.0004482,Floresta,1658.8536,26.92722,56.264076,2.2021645,16.455533,2013
4065,0.93260704,Floresta,1637.4488,26.621254,57.440284,2.2339933,14.019248,2013
4066,0.78583977,Floresta,1618.6642,26.351337,58.408183,2.2653181,13.507743,2013
4067,0.79957991,Floresta,1602.4252,26.115663,59.193645,2.295214,14.144328,2013
4068,0.93778716,Agropecuaria,1588.3775,25.909396,59.836093,2.3230101,14.890552,2013
4069,0.99175519,Floresta,1576.1445,25.72883,60.369979,2.3479107,15.210001,2013
4070,1.0126732,Floresta,1565.3414,25.572161,60.822583,2.3687653,15.007519,2013
4071,1.0412264,Floresta,1555.5101,25.439124,61.21688,2.3839168,14.361899,2013
4072,1.2133644,Floresta,1546.0627,25.33024,61.574834,2.3912144,13.388447,2013
4073,1.4171311,Floresta,1536.2993,25.245894,61.918694,2.3883889,12.206648,2013
4074,1.1685671,Floresta,1525.5504,25.185415,62.268635,2.3739523,10.94374,2013
4075,0.98860388,Floresta,1513.4103,25.146513,62.637008,2.3484742,9.7298473,2013
4130,1.3364009,Floresta,1605.1335,25.984204,65.035874,1.7732417,60.625756,2013
4131,1.3151924,Floresta,1609.1847,25.944828,64.322821,1.8590339,56.117223,2013
4132,1.2945535,Agropecuaria,1613.3755,25.931231,63.599815,1.9353121,50.955921,2013
4133,1.2898769,Agropecuaria,1617.0899,25.94343,62.954428,1.9935029,50.729077,2013
4134,1.3035359,Agropecuaria,1620.2283,25.975284,62.389852,2.0356918,52.133784,2013
4135,1.3089906,Agropecuaria,1622.9464,26.021811,61.879508,2.0663251,53.256193,2013
4136,1.2770863,Floresta,1625.5116,26.080674,61.392357,2.0891381,53.843437,2013
4137,1.2389213,Floresta,1628.2533,26.151915,60.899447,2.1066153,54.032464,2013
4139,1.2094137,Agropecuaria,1635.9089,26.341903,59.781627,2.130638,52.885988,2013
4140,1.2159701,Agropecuaria,1641.9049,26.471526,59.087059,2.1381395,51.452311,2013
4141,1.1887742,Agropecuaria,1650.3562,26.636586,58.236997,2.1425425,49.474951,2013
4142,1.1578779,Agropecuaria,1662.3153,26.851069,57.163477,2.1432904,46.953667,2013
4143,1.1378888,Agropecuaria,1678.9441,27.130549,55.794279,2.1394714,43.885134,2013
4144,1.1306165,Floresta,1700.7299,27.480227,54.110418,2.130266,40.294322,2013
4145,1.1436544,Agropecuaria,1725.2448,27.861798,52.299744,2.1166602,36.235043,2013
4146,1.1785569,Floresta,1744.1448,28.150645,50.944376,2.1045612,31.765332,2013
4147,1.1704802,Floresta,1745.8681,28.178905,50.798072,2.104446,26.907931,2013
4148,1.1093357,Agropecuaria,1727.5693,27.911204,51.975438,2.1219632,21.629167,2013
4149,1.0613154,Floresta,1698.4821,27.488052,53.796038,2.1520438,15.991461,2013
4150,1.0246598,Agropecuaria,1668.6328,27.05692,55.583923,2.1863502,10.76492,2013
4151,0.970876,Agropecuaria,1642.455,26.68111,57.067887,2.2198106,7.8954548,2013
4152,0.85435755,Floresta,1620.5306,26.367808,58.235606,2.250446,8.4996787,2013
4153,0.85698405,Floresta,1602.1503,26.106415,59.153733,2.2775467,10.881198,2013
4154,0.96514482,Floresta,1586.4593,25.885486,59.89138,2.300607,12.980981,2013
4155,1.0267041,Floresta,1572.7422,25.697061,60.501952,2.3189043,14.100147,2013
4156,1.074974,Formacao_natural,1560.4089,25.536655,61.024293,2.3313439,14.304286,2013
4157,1.1526767,Agropecuaria,1548.9196,25.402212,61.487775,2.3364197,13.814548,2013
4158,1.3687288,Floresta,1537.7333,25.292962,61.916575,2.332307,12.827197,2013
4159,1.5668964,Floresta,1526.3217,25.208411,62.331536,2.3172016,11.511587,2013
4160,1.2114375,Floresta,1514.2628,25.14754,62.74887,2.2900373,10.051012,2013
4226,1.2190568,Agropecuaria,1641.8037,26.445155,59.078082,2.1301784,46.825037,2013
4227,1.1949498,Floresta,1650.9453,26.623405,58.173535,2.1346701,45.266758,2013
4228,1.1667893,Floresta,1664.053,26.858792,57.013583,2.135576,43.133631,2013
4229,1.1485663,Floresta,1682.6609,27.172528,55.502347,2.1317772,40.411421,2013
4230,1.1445983,Floresta,1707.7377,27.576802,53.591721,2.1219871,37.104214,2013
4231,1.1705386,Floresta,1736.9321,28.03339,51.470264,2.1066258,33.244769,2013
4232,1.254308,Floresta,1760.2745,28.391179,49.834021,2.0918855,28.887403,2013
4233,1.2526195,Agropecuaria,1762.9197,28.431582,49.649419,2.0901847,24.055565,2013
4234,1.1406127,Floresta,1741.2073,28.108312,51.067441,2.1084806,18.621413,2013
4235,1.0811338,Agropecuaria,1707.2347,27.607324,53.210815,2.1404044,12.299465,2013
4236,1.0563643,Agropecuaria,1673.349,27.112271,55.25761,2.1759357,5.6094298,2013
4237,1.0533533,Floresta,1644.4004,26.693107,56.916536,2.2093439,1.8793568,2013
4238,1.0102027,Agropecuaria,1620.622,26.351935,58.200418,2.2385649,3.8089704,2013
4239,0.98682261,Floresta,1600.9076,26.072422,59.200932,2.2629199,8.1283845,2013
4240,1.0187141,Floresta,1584.1158,25.839148,60.003872,2.2819096,11.477806,2013
4241,1.0650899,Floresta,1569.3478,25.641755,60.672748,2.2947798,13.231412,2013
4242,1.124679,Floresta,1555.9106,25.474459,61.252212,2.3003788,13.718963,2013
4243,1.21015,Floresta,1543.2308,25.334677,61.774533,2.2971129,13.299158,2013
4244,1.2856961,Floresta,1530.7973,25.221701,62.264709,2.2829842,12.21563,2013
4245,1.2668309,Agropecuaria,1518.1612,25.135551,62.743147,2.2557995,10.648722,2013
4246,1.1574852,Floresta,1505.005,25.075956,63.225345,2.2137535,8.8127043,2013
4313,1.1914597,Floresta,1649.7447,26.579606,58.279049,2.1255339,42.107244,2013
4314,1.1705927,Agropecuaria,1662.451,26.812705,57.141154,2.1274876,40.262175,2013
4315,1.1538966,Floresta,1680.333,27.119788,55.675257,2.1256031,37.76332,2013
4316,1.1478112,Floresta,1704.1818,27.510521,53.845161,2.1187913,34.593359,2013
4317,1.1621368,Floresta,1731.5873,27.945581,51.841964,2.1072536,30.778429,2013
4318,1.2021411,Agropecuaria,1753.172,28.28146,50.318477,2.0959378,26.419736,2013
4319,1.1957413,Floresta,1755.4352,28.317467,50.149206,2.0952148,21.682584,2013
4320,1.132617,Floresta,1735.0618,28.011478,51.466753,2.1115333,16.616972,2013
4321,1.0902688,Floresta,1702.8665,27.531888,53.484494,2.1402634,10.835819,2013
4322,1.0736583,Floresta,1670.2093,27.049765,55.446461,2.1728332,4.2481713,2013
4323,1.0855761,Floresta,1641.8368,26.634591,57.066621,2.2036927,0.29895041,2013
4324,1.0609319,Agropecuaria,1618.1779,26.291633,58.343403,2.2304048,2.6117758,2013
4325,1.0419958,Floresta,1598.2916,26.006983,59.356465,2.2518959,7.3849081,2013
4326,1.0573672,Floresta,1581.1257,25.766527,60.184798,2.2673789,10.97027,2013
4327,1.096369,Floresta,1565.8245,25.560659,60.888381,2.275893,12.840839,2013
4328,1.1656942,Agropecuaria,1551.7236,25.384328,61.509718,2.2760939,13.369906,2013
4329,1.3101733,Floresta,1538.2792,25.236037,62.079257,2.26611,12.907905,2013
4330,1.4999677,Floresta,1525.0136,25.116703,62.62033,2.2434135,11.662941,2013
4331,1.2770879,Floresta,1511.5012,25.028459,63.152579,2.2047701,9.7596181,2013
4332,1.1261815,Formacao_natural,1497.4224,24.973227,63.69301,2.146526,7.3727005,2013
4399,1.1978726,Agropecuaria,1646.9014,26.506922,58.542454,2.1141827,39.947115,2013
4400,1.1741864,Floresta,1657.8223,26.716452,57.523391,2.1175145,38.29861,2013
4401,1.1556319,Floresta,1672.6356,26.980272,56.264854,2.1185254,35.911228,2013
4402,1.1445715,Agropecuaria,1691.5142,27.299057,54.768584,2.1167516,32.736607,2013
4403,1.1430933,Floresta,1712.0718,27.634382,53.216301,2.1123798,28.7752,2013
4404,1.146852,Agropecuaria,1727.3132,27.878812,52.091873,2.1083064,24.166017,2013
4405,1.1387647,Floresta,1728.2442,27.898078,51.972518,2.1107586,19.313392,2013
4406,1.1166672,Agropecuaria,1712.6158,27.663662,52.942071,2.1244196,14.831378,2013
4407,1.0953473,Floresta,1687.2254,27.283071,54.494861,2.1476165,10.910181,2013
4408,1.0804496,Floresta,1660.0312,26.877749,56.09549,2.1750017,7.0383427,2013
4409,1.0736684,Agropecuaria,1635.0918,26.508175,57.494773,2.2019563,4.5505433,2013
4410,1.0658525,Agropecuaria,1613.3229,26.187395,58.654427,2.2256739,5.7669107,2013
4411,1.0636672,Agropecuaria,1594.3489,25.909912,59.615498,2.2444942,8.8903613,2013
4412,1.0784312,Agropecuaria,1577.5029,25.667181,60.431562,2.2571859,11.514263,2013
4413,1.113678,Floresta,1562.1637,25.453019,61.147546,2.2624986,12.953054,2013
4414,1.1779723,Floresta,1547.8117,25.264911,61.796634,2.2588583,13.288538,2013
4415,1.292779,Floresta,1533.9989,25.103998,62.402607,2.2440778,12.703659,2013
4416,1.4022013,Floresta,1520.3034,24.97456,62.983562,2.2149944,11.302722,2013
4417,1.2398081,Floresta,1506.2999,24.882959,63.556,2.167032,9.1108521,2013
4418,1.0728099,Floresta,1491.5849,24.835682,64.138268,2.0939129,6.1962481,2013
4483,1.2630292,Agropecuaria,1631.8596,26.140841,60.298648,2.0867854,39.624951,2013
4484,1.2484395,Agropecuaria,1636.6964,26.267888,59.649802,2.0939176,39.534597,2013
4485,1.2060868,Floresta,1643.1077,26.41665,58.913441,2.0992689,38.763112,2013
4486,1.1764119,Agropecuaria,1651.5368,26.591816,58.063047,2.1033712,37.232241,2013
4487,1.1542415,Floresta,1662.304,26.796547,57.080536,2.1067132,34.860801,2013
4488,1.1384608,Agropecuaria,1675.0904,27.024501,55.994296,2.1095304,31.558106,2013
4489,1.1294181,Floresta,1687.9387,27.244682,54.946919,2.1120059,27.246055,2013
4490,1.1249501,Floresta,1696.5535,27.39142,54.232292,2.1152576,21.974557,2013
4491,1.1205874,Floresta,1696.0726,27.392362,54.158094,2.1220845,16.237985,2013
4492,1.1149879,Floresta,1685.1602,27.23053,54.771444,2.1352941,11.397802,2013
4493,1.1061898,Floresta,1667.0979,26.958802,55.816666,2.1549504,9.0505978,2013
4494,1.0918327,Floresta,1646.3899,26.646796,56.984397,2.1783753,8.6264108,2013
4495,1.0791504,Floresta,1625.961,26.338723,58.091348,2.2021747,8.5920717,2013
4496,1.0721638,Agropecuaria,1606.9598,26.051498,59.078132,2.2235489,9.40964,2013
4497,1.0731963,Floresta,1589.5434,25.787453,59.948859,2.2404641,11.03181,2013
4498,1.0868401,Floresta,1573.4885,25.54421,60.728201,2.251361,12.538999,2013
4499,1.118362,Floresta,1558.4805,25.319754,61.441895,2.2547981,13.374464,2013
4500,1.1758068,Agropecuaria,1544.21,25.114823,62.110058,2.2490988,13.41939,2013
4501,1.2649881,Floresta,1530.3787,24.93417,62.746082,2.2319372,12.704621,2013
4502,1.324933,Agropecuaria,1516.6623,24.787111,63.358451,2.199753,11.244134,2013
4503,1.2044161,Floresta,1502.6547,24.686941,63.955254,2.1468928,8.9969599,2013
4569,1.2466502,Agropecuaria,1630.5724,26.07368,60.562119,2.069136,39.03906,2013
4570,1.2347149,Floresta,1634.4146,26.193504,59.962967,2.0752639,39.200966,2013
4571,1.2040512,Agropecuaria,1639.2735,26.324978,59.324401,2.0794004,38.578762,2013
4572,1.1743969,Floresta,1645.2518,26.46738,58.641249,2.0826437,37.091645,2013
4573,1.1482095,Agropecuaria,1652.2871,26.618001,57.916429,2.0863365,34.658285,2013
4574,1.1269661,Agropecuaria,1659.8913,26.768292,57.181425,2.0915707,31.158078,2013
4575,1.1143368,Floresta,1666.745,26.89783,56.525412,2.0988129,26.402914,2013
4576,1.1116588,Agropecuaria,1670.56,26.972371,56.100705,2.1082192,20.192741,2013
4577,1.1166067,Agropecuaria,1668.9701,26.957409,56.054093,2.1204552,12.712184,2013
4578,1.1303247,Agropecuaria,1661.168,26.842701,56.415926,2.1366052,5.8102686,2013
4579,1.1358655,Floresta,1648.432,26.649475,57.078492,2.1568377,3.6592452,2013
4580,1.1096492,Floresta,1632.9552,26.411944,57.887394,2.1796742,6.5615424,2013
4581,1.0865474,Agropecuaria,1616.5561,26.157647,58.727364,2.2026524,9.5682262,2013
4582,1.0750056,Agropecuaria,1600.273,25.901674,59.541743,2.2232942,11.359171,2013
4583,1.0736406,Floresta,1584.5376,25.649851,60.314752,2.2395706,12.628213,2013
4584,1.0842729,Floresta,1569.4482,25.403564,61.050338,2.2498956,13.510448,2013
4585,1.1116921,Floresta,1554.9593,25.163614,61.758148,2.2528953,13.876413,2013
4586,1.1691777,Floresta,1540.9785,24.933188,62.445732,2.2470734,13.663152,2013
4587,1.3084755,Floresta,1527.3927,24.720466,63.114541,2.2303505,12.869141,2013
4588,1.5472823,Floresta,1514.0335,24.540822,63.75912,2.1993415,11.484807,2013
4654,1.2444132,Agropecuaria,1627.2971,25.897634,61.406714,2.0400877,38.332306,2013
4655,1.243496,Agropecuaria,1629.633,26.008468,60.843378,2.0481615,39.589813,2013
4656,1.2290802,Agropecuaria,1632.6065,26.126299,60.275729,2.0523805,40.017447,2013
4657,1.2005459,Floresta,1636.1993,26.247835,59.712172,2.0534626,39.489344,2013
4658,1.1690058,Floresta,1640.2843,26.368553,59.160428,2.053147,37.951481,2013
4659,1.1352526,Agropecuaria,1644.5888,26.482217,58.631197,2.0539532,35.374768,2013
4660,1.1011324,Agropecuaria,1648.6294,26.580253,58.145386,2.058448,31.67248,2013
4661,1.0821033,Floresta,1651.6141,26.650685,57.74502,2.0682015,26.62087,2013
4662,1.0900984,Floresta,1652.4331,26.678,57.496413,2.0832634,19.848776,2013
4663,1.1110895,Agropecuaria,1649.9771,26.647408,57.46637,2.10276,11.219102,2013
4664,1.1473424,Floresta,1643.7287,26.553026,57.679664,2.1257479,2.6937989,2013
4665,1.1703672,Agropecuaria,1634.0628,26.401891,58.101938,2.1511859,0.25898981,2013
4667,1.0870805,Agropecuaria,1608.4164,25.989874,59.30621,2.2026676,9.7592788,2013
4668,1.0692882,Floresta,1594.2574,25.754578,59.981651,2.2246505,12.410479,2013
4669,1.0630369,Floresta,1579.9508,25.508444,60.67176,2.2417724,13.709217,2013
4670,1.0694628,Agropecuaria,1565.7513,25.253212,61.37101,2.2527765,14.275876,2013
4671,1.090698,Agropecuaria,1551.7913,24.989768,62.079974,2.2566955,14.317816,2013
4672,1.1320604,Floresta,1538.1608,24.721316,62.797836,2.2525934,13.908825,2013
4673,1.2074371,Floresta,1524.9454,24.457406,63.515819,2.2391538,13.090507,2013
4674,1.2589549,Agropecuaria,1512.1985,24.218725,64.212277,2.2139447,11.877714,2013
4740,1.244752,Floresta,1627.4152,25.829231,61.715271,2.0167047,39.666193,2013
4741,1.2630906,Agropecuaria,1629.2092,25.949442,61.122695,2.0242999,41.502165,2013
4742,1.2391648,Agropecuaria,1631.5783,26.07382,60.55575,2.0254779,42.236405,2013
4743,1.1990312,Agropecuaria,1634.4018,26.197615,60.029271,2.0209411,41.705388,2013
4744,1.1626391,Floresta,1637.4154,26.313865,59.55704,2.0130901,39.941565,2013
4745,1.1162064,Agropecuaria,1640.2123,26.41331,59.151218,2.0061873,37.071405,2013
4746,1.0456803,Agropecuaria,1642.2861,26.485756,58.820817,2.0056086,33.154916,2013
4747,0.99621083,Agropecuaria,1643.094,26.522363,58.574841,2.0156791,28.087564,2013
4748,1.0452065,Agropecuaria,1642.093,26.516995,58.43117,2.0372587,21.636842,2013
4749,1.0936015,Agropecuaria,1638.7926,26.466102,58.417968,2.0675497,13.882624,2013
4750,1.123246,Floresta,1632.9151,26.369095,58.557347,2.1023476,6.7074672,2013
4751,1.132123,Agropecuaria,1624.5562,26.22942,58.847711,2.1380625,4.4410267,2013
4753,1.0749692,Floresta,1602.2933,25.849802,59.77603,2.2025602,11.352748,2013
4754,1.0498012,Agropecuaria,1589.513,25.622469,60.355136,2.2279628,13.626355,2013
4755,1.0344878,Floresta,1576.219,25.373797,60.986448,2.2473004,14.630568,2013
4756,1.0373619,Agropecuaria,1562.6915,25.102782,61.664219,2.2599919,14.86541,2013
4757,1.0564297,Agropecuaria,1549.1418,24.807098,62.387853,2.2658209,14.614876,2013
4758,1.0806983,Floresta,1535.7822,24.486081,63.155192,2.2648021,14.031837,2013
4759,1.0967667,Agropecuaria,1522.8818,24.145975,63.953509,2.2569166,13.208543,2013
4760,1.0695881,Floresta,1510.7651,23.808436,64.748309,2.2414807,12.19198,2013
4761,0.96628894,Floresta,1499.6718,23.520982,65.474771,2.2156837,11.001758,2013
4826,1.2355382,Agropecuaria,1627.9488,25.761895,62.041676,1.9913104,42.531146,2013
4827,1.2374419,Agropecuaria,1629.3363,25.898772,61.384103,1.9988273,45.269679,2013
4828,1.2216844,Agropecuaria,1631.4214,26.039917,60.781208,1.9957795,46.396215,2013
4829,1.1925916,Agropecuaria,1634.0614,26.18112,60.247305,1.9824616,45.636664,2013
4830,1.1592104,Agropecuaria,1636.9334,26.314313,59.79749,1.9616462,43.261051,2013
4831,1.1075858,Agropecuaria,1639.4965,26.426123,59.445477,1.9399498,39.763295,2013
4832,1.0002867,Floresta,1641.0423,26.49954,59.195895,1.9278641,35.481173,2013
4833,0.89555496,Corpo_dagua,1640.8972,26.520638,59.040302,1.9356855,30.5111,2013
4834,1.0096218,Floresta,1638.6602,26.486179,58.968585,1.9664602,24.863104,2013
4835,1.0802782,Floresta,1634.2469,26.403219,58.985181,2.0137197,18.867124,2013
4836,1.1014083,Floresta,1627.7594,26.281481,59.105697,2.0672051,13.823282,2013
4837,1.1011157,Floresta,1619.4044,26.128194,59.339528,2.1190402,11.663333,2013
4839,1.0526201,Agropecuaria,1598.3206,25.742634,60.119611,2.2036854,14.068609,2013
4840,1.0086828,Agropecuaria,1586.2627,25.512662,60.639601,2.2342252,15.161208,2013
4841,0.96631172,Floresta,1573.574,25.254961,61.234899,2.2567213,15.499146,2013
4842,0.97054599,Agropecuaria,1560.4718,24.963513,61.905622,2.2715833,15.266619,2013
4843,1.0101304,Agropecuaria,1547.1609,24.629757,62.656917,2.2796301,14.667748,2013
4844,1.0378843,Agropecuaria,1533.9021,24.244625,63.493721,2.282129,13.873991,2013
4845,1.0372628,Agropecuaria,1521.0924,23.803936,64.41049,2.2807707,13.020079,2013
4846,0.98939844,Floresta,1509.3227,23.320744,65.372502,2.2772514,12.179707,2013
4847,0.85115902,Floresta,1499.2846,22.847965,66.288955,2.2716173,11.359576,2013
4911,1.2319893,Agropecuaria,1628.6789,25.543203,63.204095,1.9432603,42.02387,2013
4912,1.2254467,Agropecuaria,1628.81,25.696002,62.372513,1.9657687,47.553397,2013
4913,1.2173305,Floresta,1629.9047,25.855688,61.616766,1.9739761,51.913016,2013
4914,1.2047213,Agropecuaria,1631.9921,26.022895,60.944275,1.9659113,53.631768,2013
4915,1.1868624,Agropecuaria,1634.9972,26.196701,60.360414,1.9407777,52.035346,2013
4916,1.1633776,Floresta,1638.6377,26.370173,59.877004,1.9007668,48.160467,2013
4917,1.1274777,Floresta,1642.2365,26.524618,59.512727,1.8549202,43.366763,2013
4918,1.0664134,Floresta,1644.607,26.627712,59.282289,1.822068,38.354373,2013
4919,1.0188858,Agropecuaria,1644.4158,26.64719,59.179051,1.8242691,33.308737,2013
4920,1.0565237,Agropecuaria,1641.0465,26.576955,59.175164,1.8691701,28.287301,2013
4921,1.0894281,Agropecuaria,1634.9384,26.441758,59.247865,1.9427168,23.544858,2013
4922,1.0971639,Agropecuaria,1626.9286,26.271945,59.395058,2.0236292,19.713969,2013
4926,0.9469714,Agropecuaria,1584.4652,25.428109,60.82684,2.2451652,16.628338,2013
4927,0.8171592,Floresta,1572.091,25.15917,61.400992,2.2710521,16.185133,2013
4928,0.83860993,Floresta,1559.2284,24.84775,62.072097,2.287802,15.378721,2013
4929,0.95735056,Agropecuaria,1546.0162,24.477436,62.855262,2.2974291,14.328274,2013
4930,1.0103859,Agropecuaria,1532.6918,24.027626,63.76926,2.3025627,13.223244,2013
4931,1.0136443,Floresta,1519.6915,23.477131,64.827808,2.3067081,12.268592,2013
4932,0.97106264,Floresta,1507.7812,22.818282,66.015718,2.3141338,11.582224,2013
4933,0.85596116,Formacao_natural,1498.0961,22.095076,67.236517,2.3280106,11.129742,2013
4997,1.2301678,Agropecuaria,1630.2641,25.454116,63.684204,1.912543,47.394321,2013
4998,1.2207301,Floresta,1629.8307,25.631625,62.687154,1.9427329,55.665147,2013
4999,1.206413,Floresta,1630.6887,25.816241,61.815384,1.9527738,63.496299,2013
5000,1.1939396,Floresta,1632.9322,26.013936,61.054589,1.9400655,66.377098,2013
5001,1.1843239,Floresta,1636.6339,26.229934,60.392487,1.9020137,62.074178,2013
5002,1.1731359,Agropecuaria,1641.6796,26.461857,59.831829,1.8386809,54.708802,2013
5003,1.1602065,Agropecuaria,1647.3275,26.68654,59.39832,1.760329,47.542734,2013
5004,1.1458288,Agropecuaria,1651.6648,26.847447,59.134231,1.6968356,41.327433,2013
5005,1.127147,Agropecuaria,1652.0639,26.875908,59.060297,1.689755,35.927972,2013
5006,1.115188,Floresta,1647.3537,26.756757,59.137008,1.7548562,31.156185,2013
5007,1.1098136,Floresta,1638.8827,26.546507,59.297,1.8645518,27.006603,2013
5008,1.1021391,Floresta,1628.6926,26.309559,59.504228,1.9805117,23.656689,2013
5009,1.088858,Floresta,1617.9386,26.075641,59.758188,2.0812364,21.271478,2013
5010,1.0661137,Floresta,1606.9337,25.847153,60.070635,2.1609386,19.744153,2013
5012,0.92714315,Floresta,1583.9404,25.368246,60.916866,2.2633614,17.709217,2013
5013,0.75352951,Agropecuaria,1571.7576,25.091405,61.474071,2.2919354,16.536806,2013
5014,0.78551412,Agropecuaria,1559.0621,24.767179,62.1424,2.3093845,15.085873,2013
5015,0.94208182,Floresta,1545.9057,24.372233,62.946692,2.3189129,13.427183,2013
5016,1.0050469,Floresta,1532.4644,23.875498,63.920031,2.3243726,11.814581,2013
5017,1.0150831,Agropecuaria,1519.1376,23.238931,65.098826,2.3307307,10.626998,2013
5018,0.99222192,Floresta,1506.7267,22.430766,66.498316,2.3441937,10.108798,2013
5019,0.94199631,Formacao_natural,1496.6324,21.476604,68.037246,2.3702008,10.139632,2013
5078,1.1632914,Floresta,1644.332,24.703073,69.255959,1.614595,0.88381977,2013
5079,1.1907822,Agropecuaria,1644.5973,24.707056,69.263848,1.6118936,18.365765,2013
5083,1.2401829,Floresta,1631.7769,25.371467,64.109043,1.8867005,56.199901,2013
5084,1.2213248,Agropecuaria,1630.8077,25.569416,62.954668,1.9253045,67.170891,2013
5085,1.1874759,Agropecuaria,1631.42,25.774293,61.978523,1.9384567,83.281392,2013
5086,1.1714731,Floresta,1633.7617,25.99781,61.138116,1.9233963,88.865801,2013
5087,1.1789996,Agropecuaria,1638.0665,26.251985,60.399725,1.8757429,76.111823,2013
5088,1.1825564,Floresta,1644.4477,26.540882,59.75327,1.7926279,61.873001,2013
5089,1.1919907,Floresta,1652.2112,26.839738,59.229101,1.6836639,51.389513,2013
5090,1.2215391,Floresta,1658.7467,27.066863,58.904016,1.588694,43.783577,2013
5091,1.2061144,Floresta,1659.9084,27.108487,58.843603,1.5714399,37.932891,2013
5092,1.1563865,Agropecuaria,1653.8507,26.937083,59.001673,1.6578867,33.192498,2013
5093,1.1270639,Agropecuaria,1643.0605,26.649172,59.253482,1.804485,29.273464,2013
5094,1.1081967,Floresta,1630.8877,26.347324,59.521839,1.9545476,26.083232,2013
5095,1.0909707,Floresta,1618.9299,26.071792,59.7999,2.0801566,23.57053,2013
5096,1.0699326,Agropecuaria,1607.4027,25.821016,60.109017,2.1760146,21.603261,2013
5098,0.98067717,Floresta,1584.4911,25.330143,60.912267,2.292323,18.332243,2013
5099,0.91275477,Floresta,1572.5415,25.053888,61.446978,2.3218366,16.525255,2013
5100,0.92095639,Agropecuaria,1560.054,24.729894,62.099699,2.3378881,14.372264,2013
5101,0.98418629,Agropecuaria,1547.0198,24.331557,62.899861,2.3447306,11.886046,2013
5102,1.022789,Agropecuaria,1533.5749,23.823568,63.886751,2.3471452,9.4292849,2013
5103,1.0333433,Floresta,1520.0787,23.161487,65.107036,2.3508839,7.7731219,2013
5104,1.023318,Floresta,1507.2935,22.304905,66.590392,2.3627283,7.5087642,2013
5105,1.0009514,Agropecuaria,1496.6491,21.274658,68.26276,2.3883336,8.3176509,2013
5165,1.2594924,Agropecuaria,1648.8676,24.577264,70.470186,1.535097,22.87686,2013
5166,1.2078922,Floresta,1645.4348,24.690705,69.380055,1.6016838,25.775092,2013
5167,1.2256788,Floresta,1640.4448,24.880779,67.662715,1.7023247,37.379767,2013
5168,1.2649364,Agropecuaria,1635.9766,25.09386,65.906842,1.7981996,58.283979,2013
5169,1.2800801,Floresta,1632.9524,25.304251,64.386674,1.8709836,73.442222,2013
