ID,precipitacao,uso_solo,radiacao,temperatura,umidade_ar,vento,vazao_Q95,ano
493,0.49293476,Floresta,1641.113,26.506221,54.615208,2.8077318,1.3511663,2012
494,0.49867208,Floresta,1643.01,26.464986,54.252623,2.8160346,1.4388306,2012
495,0.50247866,Floresta,1646.6567,26.422411,53.738535,2.8166353,1.3296618,2012
496,0.50305753,Floresta,1651.6566,26.384514,53.10542,2.8107452,1.1231427,2012
497,0.49994515,Agropecuaria,1656.2782,26.358295,52.542573,2.8031593,0.88449619,2012
501,0.57100598,Floresta,1644.666,26.193639,54.102632,2.9009427,0.1890014,2012
502,0.46445207,Agropecuaria,1642.0242,26.103906,54.679533,2.9520213,0.28479198,2012
503,0.43025511,Agropecuaria,1641.8299,26.000751,55.175954,3.0064332,0.27789852,2012
504,0.34844658,Agropecuaria,1644.439,25.882233,55.647091,3.0629713,0.053295711,2012
505,0.37669436,Floresta,1650.6338,25.741703,56.138419,3.1207896,0.11615452,2012
506,0.39897953,Agropecuaria,1661.8393,25.570723,56.668562,3.178666,0.40386396,2012
507,0.38325182,Floresta,1679.6827,25.367433,57.21423,3.2341764,0.63478537,2012
508,0.35683383,Floresta,1703.2373,25.156712,57.687249,3.281922,0.7645784,2012
509,0.33221963,Agropecuaria,1722.9748,25.009383,57.961133,3.3115848,0.80455864,2012
562,0.44764722,Area_nao_vegetada,1545.058,26.97301,51.932095,2.9853153,3.991081,2012
563,0.44920047,Floresta,1575.6977,26.860648,52.081045,3.0652176,3.6404586,2012
564,0.45142465,Agropecuaria,1599.301,26.785938,51.957084,3.1557727,3.210661,2012
565,0.45354804,Agropecuaria,1613.3842,26.750946,51.688216,3.2319229,2.6716064,2012
566,0.45493006,Agropecuaria,1615.9154,26.7461,51.607691,3.2491881,1.9491941,2012
567,0.45544561,Agropecuaria,1611.6369,26.747474,51.957024,3.1958941,1.0503996,2012
568,0.45566725,Agropecuaria,1608.5271,26.740002,52.582822,3.1136496,0.93919697,2012
569,0.45643324,Floresta,1609.7093,26.725858,53.21978,3.0404634,3.0181877,2012
570,0.45828243,Floresta,1614.2065,26.710907,53.74273,2.9865335,5.8525607,2012
571,0.46311686,Floresta,1620.1777,26.697629,54.134626,2.9485587,7.5946864,2012
572,0.47211253,Floresta,1626.1086,26.68546,54.415618,2.921348,7.3954448,2012
573,0.47792995,Floresta,1630.9723,26.672462,54.610599,2.9015778,6.0302977,2012
574,0.47368096,Floresta,1634.2408,26.656595,54.738525,2.8880276,4.400943,2012
575,0.44655521,Floresta,1635.8977,26.636433,54.809564,2.8803442,2.9267882,2012
576,0.38277426,Floresta,1636.381,26.611353,54.824799,2.8776149,1.8865439,2012
577,0.4351274,Floresta,1636.4111,26.581296,54.776157,2.877831,1.4727937,2012
578,0.47086044,Agropecuaria,1636.7763,26.54627,54.645469,2.8782023,1.4839511,2012
579,0.4840877,Agropecuaria,1638.2028,26.506043,54.401786,2.87557,1.5168882,2012
580,0.48822062,Floresta,1641.3601,26.460769,53.997602,2.866623,1.4204694,2012
581,0.48879324,Floresta,1646.8544,26.413268,53.376096,2.8483851,1.2262415,2012
582,0.48671109,Floresta,1654.6953,26.372413,52.535183,2.8204543,0.96266067,2012
583,0.47983854,Floresta,1662.5603,26.351038,51.710622,2.7913103,0.63885609,2012
584,0.46731023,Floresta,1665.0625,26.345539,51.450588,2.7821476,0.37814606,2012
585,0.45813562,Floresta,1659.7461,26.32281,52.008494,2.80699,0.34470192,2012
586,0.43684388,Floresta,1651.1567,26.260202,52.940869,2.8545506,0.22305864,2012
587,0.29673895,Agropecuaria,1644.0954,26.165721,53.795978,2.9085908,0.0021902351,2012
588,0.41969054,Floresta,1640.0558,26.053216,54.472245,2.9624008,0.19216557,2012
589,0.43119614,Floresta,1638.9674,25.928169,55.04558,3.0153465,0.34521449,2012
590,0.41222295,Agropecuaria,1640.8704,25.788005,55.612698,3.0687917,0.29398766,2012
591,0.40493202,Floresta,1646.7248,25.626027,56.22895,3.1244201,0.33291413,2012
592,0.39991207,Floresta,1658.795,25.436888,56.887369,3.1830748,0.49577624,2012
593,0.38262303,Floresta,1680.3074,25.225565,57.509953,3.2431861,0.65093638,2012
594,0.35419006,Floresta,1711.9035,25.023292,57.95053,3.2979245,0.75093157,2012
648,0.44394447,Floresta,1535.3649,26.990502,51.860517,2.9842064,3.9559373,2012
649,0.44309752,Agropecuaria,1568.9405,26.874285,52.0637,3.0602579,3.5676507,2012
650,0.4419594,Floresta,1594.0065,26.797037,52.005046,3.1420955,3.107364,2012
651,0.43967696,Floresta,1608.8447,26.759108,51.811941,3.2073811,2.5434557,2012
652,0.43544352,Formacao_natural,1612.2804,26.75058,51.770605,3.2223683,1.7809368,2012
653,0.429249,Agropecuaria,1608.9832,26.749712,52.086802,3.1820503,0.6689327,2012
654,0.42277947,Floresta,1606.4001,26.7428,52.642918,3.1221299,0.2840321,2012
655,0.41813125,Floresta,1607.7423,26.731679,53.209649,3.0748443,3.2681922,2012
656,0.4135473,Floresta,1612.2896,26.721845,53.66677,3.0489707,8.1633409,2012
657,0.40977483,Floresta,1618.282,26.715201,53.994937,3.0400421,11.647213,2012
658,0.43449801,Floresta,1624.167,26.709825,54.217921,3.0395488,10.170322,2012
659,0.45678649,Floresta,1628.8661,26.701769,54.370363,3.0388575,7.501447,2012
660,0.46310877,Floresta,1631.8659,26.687341,54.480724,3.0319915,5.3402592,2012
661,0.45733043,Floresta,1633.2541,26.665041,54.560467,3.0177735,3.7766363,2012
662,0.44951085,Formacao_natural,1633.5999,26.635909,54.601873,2.999229,2.744736,2012
663,0.45716706,Agropecuaria,1633.6956,26.602041,54.584422,2.9802543,2.1606277,2012
664,0.4684887,Floresta,1634.312,26.564598,54.481766,2.9623977,1.8460723,2012
665,0.47353264,Floresta,1636.1068,26.522803,54.26135,2.9437074,1.6068451,2012
666,0.47291596,Agropecuaria,1639.7186,26.474922,53.875547,2.9194122,1.3624119,2012
667,0.46960138,Agropecuaria,1645.8882,26.422081,53.257963,2.8839374,1.1206116,2012
668,0.46631037,Agropecuaria,1654.9434,26.374456,52.381263,2.8356355,0.85525295,2012
669,0.45742262,Agropecuaria,1664.4625,26.350747,51.47738,2.7874972,0.46249041,2012
670,0.41970667,Agropecuaria,1667.6027,26.349061,51.182122,2.7720442,0.056536221,2012
671,0.43497955,Agropecuaria,1661.0349,26.324536,51.798206,2.805476,0.14889429,2012
672,0.43903313,Floresta,1650.8224,26.248836,52.778256,2.8639867,0.30585853,2012
673,0.41797789,Agropecuaria,1642.87,26.137043,53.613845,2.9236639,0.23746928,2012
674,0.42820944,Floresta,1638.4776,26.00926,54.235062,2.9778512,0.33235375,2012
675,0.43215899,Agropecuaria,1636.9451,25.872364,54.773721,3.0278021,0.44404759,2012
676,0.42397876,Floresta,1637.7794,25.72212,55.371907,3.0768729,0.46576923,2012
677,0.41410764,Floresta,1641.7559,25.550569,56.094693,3.1287211,0.49118775,2012
678,0.40262163,Floresta,1651.3079,25.356074,56.896694,3.185324,0.56421205,2012
679,0.38451696,Floresta,1670.0049,25.15467,57.627912,3.2441356,0.65879366,2012
680,0.35624215,Agropecuaria,1699.1325,24.987496,58.083248,3.2956299,0.73619075,2012
733,0.44058405,Floresta,1479.944,27.16331,51.300469,2.9146745,4.3148746,2012
734,0.4378778,Floresta,1524.6727,27.008874,51.840763,2.9731421,3.9591934,2012
735,0.43487627,Agropecuaria,1558.119,26.895526,52.117969,3.0369799,3.5524554,2012
736,0.43075691,Agropecuaria,1582.1115,26.820232,52.178307,3.1000555,3.0956634,2012
737,0.42422737,Floresta,1596.6081,26.779234,52.135644,3.1472389,2.5863859,2012
738,0.41342837,Floresta,1602.1359,26.762193,52.181986,3.1613359,2.0349955,2012
739,0.39718067,Agropecuaria,1602.5174,26.753733,52.447991,3.1436687,1.5620269,2012
740,0.38067228,Agropecuaria,1602.9866,26.745196,52.873901,3.1173608,1.7545548,2012
741,0.37112851,Floresta,1606.2552,26.738188,53.310428,3.1044144,3.1139165,2012
742,0.36874806,Floresta,1612.217,26.736908,53.658098,3.1125381,9.5823932,2012
743,0.3283528,Agropecuaria,1619.5383,26.742137,53.890638,3.1377983,17.487203,2012
744,0.39363229,Floresta,1626.6031,26.749696,54.029663,3.1687447,12.418575,2012
745,0.43567326,Floresta,1631.9343,26.751673,54.120704,3.1898574,8.3348931,2012
746,0.45044882,Agropecuaria,1634.6798,26.740563,54.20714,3.1884874,5.8377659,2012
747,0.45476574,Agropecuaria,1635.0444,26.714494,54.302668,3.163114,4.2276056,2012
748,0.45615578,Floresta,1634.1309,26.678315,54.38421,3.1237492,3.1680437,2012
749,0.45886202,Agropecuaria,1633.2429,26.639041,54.411883,3.0830899,2.4690044,2012
750,0.46127029,Floresta,1633.3122,26.600462,54.35163,3.0480261,1.9776013,2012
751,0.45933934,Agropecuaria,1634.7933,26.560854,54.180201,3.0173719,1.5791564,2012
752,0.44976292,Floresta,1637.9175,26.514549,53.872647,2.9841367,1.2333971,2012
753,0.43472714,Floresta,1643.0287,26.457936,53.389268,2.9401988,0.97923838,2012
754,0.43352232,Floresta,1650.3057,26.399025,52.716126,2.8840312,0.81661003,2012
755,0.44062765,Floresta,1657.8126,26.35863,52.036466,2.831711,0.5475551,2012
756,0.4318061,Floresta,1660.2165,26.339595,51.816719,2.815,0.2149232,2012
757,0.43697853,Floresta,1654.9706,26.301965,52.25926,2.844718,0.2626901,2012
758,0.44274083,Floresta,1646.8116,26.217071,52.955275,2.8974775,0.43251896,2012
759,0.439151,Floresta,1640.7243,26.098291,53.508636,2.9517266,0.47333423,2012
760,0.43654964,Floresta,1637.7935,25.967504,53.877675,3.0006536,0.50379894,2012
761,0.432237,Floresta,1636.7947,25.832205,54.239465,3.0445478,0.51826201,2012
762,0.42349225,Floresta,1636.451,25.684036,54.801492,3.086908,0.48258066,2012
763,0.41333132,Floresta,1637.0286,25.509084,55.650473,3.1331101,0.45538647,2012
764,0.40385528,Floresta,1640.6882,25.30502,56.684241,3.1867841,0.50829843,2012
765,0.38912934,Floresta,1650.1759,25.095089,57.663296,3.244756,0.61401221,2012
766,0.3616824,Agropecuaria,1665.7231,24.925196,58.345766,3.2953524,0.70444362,2012
767,0.30636994,Floresta,1679.681,24.826437,58.688169,3.3263011,0.74394881,2012
819,0.43452987,Floresta,1472.9593,27.166356,51.310544,2.9097621,4.3762154,2012
820,0.43043571,Floresta,1515.9314,27.019617,51.876629,2.9599927,3.9975255,2012
821,0.4256102,Floresta,1547.2303,26.912915,52.216185,3.011014,3.5835884,2012
822,0.419084,Floresta,1569.3254,26.840551,52.38673,3.0581397,3.1360032,2012
823,0.40905154,Floresta,1583.4955,26.796361,52.477415,3.0935114,2.6559048,2012
824,0.39160619,Floresta,1591.269,26.771448,52.602283,3.1110969,2.1486378,2012
825,0.35853872,Floresta,1595.5213,26.756513,52.833051,3.1150706,1.616328,2012
826,0.31476342,Floresta,1599.6208,26.747544,53.143572,3.1199926,1.1773115,2012
827,0.33102938,Floresta,1605.7078,26.746819,53.447776,3.1408914,0.72884334,2012
828,0.34436094,Floresta,1614.221,26.758274,53.671051,3.1853681,2.8802483,2012
829,0.36217925,Agropecuaria,1624.3228,26.782318,53.78369,3.250889,11.998336,2012
830,0.39224666,Agropecuaria,1634.1771,26.811923,53.807323,3.3224115,10.45953,2012
831,0.42112792,Floresta,1641.2761,26.83169,53.809587,3.3726921,7.6882238,2012
832,0.43616132,Floresta,1643.6942,26.825357,53.867077,3.3756296,5.6647457,2012
833,0.44366346,Floresta,1641.7728,26.789959,53.999881,3.3288331,4.2520561,2012
834,0.44770408,Floresta,1637.9774,26.73933,54.151913,3.2565994,3.2543009,2012
835,0.44995489,Floresta,1634.8844,26.691146,54.245185,3.1873497,2.5280995,2012
836,0.44954443,Floresta,1633.7893,26.65423,54.233697,3.1353074,1.9645717,2012
837,0.44255675,Floresta,1634.7107,26.625051,54.113022,3.0988709,1.4880006,2012
838,0.41756517,Floresta,1637.0122,26.590476,53.899791,3.066597,1.0689215,2012
839,0.34902608,Floresta,1640.1452,26.536802,53.602114,3.0255754,0.77659354,2012
840,0.35302948,Floresta,1643.9459,26.465022,53.224697,2.9727306,0.743776,2012
841,0.41684996,Floresta,1647.5537,26.395453,52.861686,2.92361,0.70602732,2012
842,0.43457348,Floresta,1648.4826,26.338727,52.732616,2.9022465,0.56460854,2012
843,0.43929522,Agropecuaria,1645.5517,26.272171,52.916301,2.9150495,0.52978939,2012
844,0.44102796,Agropecuaria,1641.3659,26.174621,53.184624,2.9486806,0.57240577,2012
845,0.43988625,Agropecuaria,1639.2199,26.054602,53.283779,2.9893655,0.59901688,2012
846,0.43650856,Floresta,1639.8003,25.932384,53.204038,3.0294456,0.59190282,2012
847,0.42943552,Floresta,1640.96,25.814418,53.209695,3.0653067,0.51943556,2012
848,0.41495708,Floresta,1639.8237,25.682364,53.665803,3.0986087,0.34977794,2012
849,0.39697321,Agropecuaria,1635.819,25.506205,54.727883,3.1373889,0.21525047,2012
850,0.39934573,Floresta,1631.4055,25.274335,56.187004,3.1901177,0.32325495,2012
851,0.39689545,Floresta,1629.2164,25.008861,57.654892,3.2571325,0.52521391,2012
852,0.37771842,Floresta,1628.7711,24.751099,58.846148,3.3289615,0.66171868,2012
853,0.3425391,Floresta,1626.1453,24.534694,59.706214,3.392015,0.71055757,2012
903,0.43740609,Formacao_natural,1350.7449,27.545287,49.596707,2.8256515,5.1694763,2012
904,0.43244112,Formacao_natural,1421.126,27.32296,50.64048,2.8661504,4.8262538,2012
905,0.42748697,Floresta,1473.5649,27.14833,51.419277,2.9085226,4.4571393,2012
906,0.4221628,Agropecuaria,1512.0124,27.015436,51.971804,2.9512257,4.0646787,2012
907,0.41589802,Agropecuaria,1539.9957,26.91746,52.344158,2.9926254,3.6503739,2012
908,0.40776066,Floresta,1559.9963,26.848403,52.587467,3.0301722,3.2108669,2012
909,0.39602634,Floresta,1573.7868,26.802293,52.764018,3.0609393,2.7295846,2012
910,0.37640639,Agropecuaria,1583.1177,26.7728,52.938486,3.0843629,2.1486119,2012
911,0.33436978,Floresta,1590.1672,26.755055,53.147529,3.1055301,1.2935548,2012
912,0.23881187,Floresta,1597.2681,26.748352,53.376462,3.1351316,0.11962756,2012
913,0.29599726,Floresta,1606.2526,26.756447,53.571705,3.1855531,0.9977936,2012
914,0.34695413,Floresta,1618.0464,26.784769,53.674102,3.2662391,3.031845,2012
915,0.36943155,Floresta,1632.385,26.83541,53.649419,3.3781415,6.2947644,2012
916,0.38979928,Floresta,1647.1436,26.899244,53.519929,3.5035572,7.1319284,2012
917,0.40787722,Agropecuaria,1657.8425,26.948571,53.39297,3.5967701,6.228793,2012
918,0.42017647,Agropecuaria,1659.9159,26.948365,53.416289,3.6040625,5.0272738,2012
919,0.42796346,Floresta,1653.7046,26.892471,53.627256,3.5193066,3.9730703,2012
920,0.43311482,Floresta,1644.7017,26.81434,53.899584,3.3952773,3.1265558,2012
921,0.4361232,Floresta,1638.0499,26.752139,54.082528,3.2875715,2.4491427,2012
922,0.43589359,Floresta,1635.5851,26.72264,54.110328,3.2191841,1.8890292,2012
923,0.42853015,Floresta,1636.5579,26.719456,54.003986,3.1856063,1.4109345,2012
924,0.40081413,Floresta,1638.9228,26.716855,53.836363,3.1669393,1.006465,2012
925,0.31249632,Agropecuaria,1640.6263,26.680357,53.678587,3.1388723,0.73036289,2012
926,0.31762178,Floresta,1641.0072,26.594716,53.546066,3.0901165,0.72016252,2012
927,0.40168971,Agropecuaria,1640.6377,26.482378,53.430737,3.0350124,0.75023466,2012
928,0.42443377,Agropecuaria,1639.6193,26.371169,53.368678,2.9976704,0.67644943,2012
929,0.43049631,Floresta,1638.0061,26.260373,53.351379,2.9876536,0.6171807,2012
930,0.43375344,Floresta,1637.4496,26.140105,53.220832,3.0002701,0.61852852,2012
931,0.43521994,Floresta,1640.3001,26.017746,52.776002,3.0273804,0.64181151,2012
932,0.43350262,Floresta,1646.8205,25.913366,52.021327,3.0601579,0.62518496,2012
933,0.42637361,Floresta,1652.9636,25.831981,51.396448,3.0890812,0.50454986,2012
934,0.40528625,Agropecuaria,1652.1233,25.735187,51.649175,3.1113704,0.22808081,2012
935,0.36189723,Floresta,1642.0917,25.559736,53.116711,3.1394937,0.0014023086,2012
936,0.39113327,Floresta,1627.6322,25.278612,55.326563,3.1920726,0.18264877,2012
937,0.40931023,Floresta,1613.7514,24.913168,57.57989,3.2783024,0.4718813,2012
938,0.40351351,Agropecuaria,1600.7362,24.497028,59.5052,3.3962738,0.63557619,2012
939,0.38575237,Agropecuaria,1587.0883,24.081685,60.989986,3.5288922,0.67522612,2012
940,0.36892995,Floresta,1576.7753,23.815108,61.842663,3.6161721,0.62409539,2012
988,0.43743719,Floresta,1317.3134,27.645318,49.098471,2.8044834,5.6863397,2012
989,0.43149441,Floresta,1383.6738,27.437906,50.095313,2.838571,5.3202988,2012
990,0.42565735,Floresta,1438.9652,27.257095,50.942969,2.8756258,4.9418983,2012
991,0.41967626,Agropecuaria,1481.8793,27.110057,51.611479,2.9132544,4.5517358,2012
992,0.41322768,Floresta,1514.1421,26.994877,52.117442,2.9500286,4.152095,2012
993,0.40582407,Agropecuaria,1538.0323,26.90719,52.491847,2.9849826,3.7442533,2012
994,0.39667635,Floresta,1555.5614,26.842476,52.770685,3.017333,3.3242422,2012
995,0.38469451,Floresta,1568.4259,26.796449,52.992803,3.046948,2.8748142,2012
996,0.36862954,Agropecuaria,1578.2424,26.765449,53.192823,3.075718,2.3526132,2012
997,0.34547895,Agropecuaria,1586.7508,26.747719,53.386773,3.1090586,1.7087673,2012
998,0.31775293,Floresta,1595.7957,26.744936,53.560846,3.1562747,1.2017209,2012
999,0.32201404,Floresta,1607.1352,26.76266,53.67374,3.2294676,1.7708291,2012
1000,0.32859033,Agropecuaria,1622.184,26.808942,53.670765,3.3411879,3.1737294,2012
1001,0.34376817,Agropecuaria,1641.4212,26.889687,53.507747,3.4982439,4.5883461,2012
1002,0.37162344,Floresta,1662.7324,26.996361,53.200927,3.6843489,5.2069788,2012
1003,0.39069348,Floresta,1679.0673,27.08654,52.90647,3.8332421,4.9520571,2012
1004,0.40131408,Floresta,1681.1111,27.094086,52.889351,3.8475166,4.2892431,2012
1005,0.40840064,Floresta,1668.6301,27.00541,53.223515,3.7108606,3.5564306,2012
1006,0.4143529,Floresta,1652.3347,26.887462,53.663174,3.5208902,2.8851971,2012
1007,0.41895265,Floresta,1641.3407,26.809056,53.947212,3.3704276,2.2967019,2012
1008,0.42117602,Agropecuaria,1638.0458,26.796884,53.983557,3.2900124,1.777916,2012
1009,0.41859077,Floresta,1640.7369,26.842826,53.816435,3.2704776,1.3296102,2012
1010,0.40701464,Floresta,1645.4804,26.904502,53.585794,3.2807425,0.99003694,2012
1011,0.38699878,Formacao_natural,1647.4712,26.907429,53.468757,3.2751757,0.80950084,2012
1012,0.38739442,Formacao_natural,1644.6213,26.801524,53.524782,3.2241512,0.76291826,2012
1013,0.40523594,Floresta,1639.4888,26.623133,53.636425,3.14681,0.71909577,2012
1014,0.40954294,Floresta,1635.2342,26.438253,53.677321,3.0816692,0.5803104,2012
1015,0.40950244,Floresta,1633.3387,26.271104,53.554811,3.0463509,0.45378141,2012
1016,0.41900597,Agropecuaria,1635.3984,26.12031,53.100809,3.0402174,0.49940284,2012
1017,0.42735359,Floresta,1643.7005,25.993581,52.080588,3.057146,0.60707527,2012
1018,0.4296852,Floresta,1658.6671,25.914103,50.443739,3.0871757,0.64047366,2012
1019,0.42640208,Floresta,1673.7218,25.88849,48.847854,3.1136892,0.55545787,2012
1020,0.41551583,Agropecuaria,1674.9854,25.84722,48.761397,3.1248538,0.34964432,2012
1021,0.40139397,Agropecuaria,1656.8045,25.673235,50.895103,3.1377305,0.19273916,2012
1022,0.41432322,Floresta,1629.8686,25.330363,54.192356,3.1860532,0.31283514,2012
1023,0.43396186,Floresta,1604.8614,24.85633,57.407677,3.2900689,0.52545422,2012
1024,0.44201294,Floresta,1584.0186,24.28392,60.072068,3.456538,0.64503872,2012
